color	director_name	duration	actor_1_name	movie_title	title_year
Color	David Lean	161	William Holden	The Bridge on the River Kwai 	1957
Color	Patrick Read Johnson	100	Ariana Richards	Spaced Invaders 	1990
Color	Alfred Hitchcock	120	Ed Lauter	Family Plot 	1976
 Black and White	Billy Wilder	125	Fred MacMurray	The Apartment 	1960
Color	Adam Marcus	91	Kane Hodder	Jason Goes to Hell: The Final Friday 	1993
Color	Alfred Hitchcock	128	Tamara Toumanova	Torn Curtain 	1966
Color	Michel Gondry	100	Common	Dave Chappelle's Block Party 	2005
Color	John Maclean	84	Michael Fassbender	Slow West 	2015
Color	Michael Schultz	97	Blair Underwood	Krush Groove 	1985
Color	Benny Boom	84	Omari Hardwick	Next Day Air 	2009
Color	Richard Brooks	146	Shirley Jones	Elmer Gantry 	1960
 Black and White	Stanley Kramer	186	Maximilian Schell	Judgment at Nuremberg 	1961
Color	David Raynr	94	Donald Faison	Trippin' 	1999
Color		11	Matthew Senreich	Robot Chicken             	
 Black and White	Howard Hawks	126	Montgomery Clift	Red River 	1948
Color	Nnegest Likké	99	Mo'Nique	Phat Girlz 	2006
Color	Richard Linklater	109	Seamus Davey-Fitzpatrick	Before Midnight 	2013
Color	Christopher Leitch	95	John Astin	Teen Wolf Too 	1987
Color	Don Coscarelli	97	Angus Scrimm	Phantasm II 	1988
Color	Michael Schultz	94	Loretta Devine	Woman Thou Art Loosed 	2004
Color	Patricia Cardoso	90	America Ferrera	Real Women Have Curves 	2002
Color		197	Rachel Griffiths	Deadline Gallipoli             	
Color	Deepa Mehta	117	John Abraham	Water 	2005
Color	Damien O'Donnell	96	Archie Panjabi	East Is East 	1999
Color	Peter M. Cohen	82	Callie Thorne	Whipped 	2000
Color	Mira Nair	109	Indira Varma	Kama Sutra: A Tale of Love 	1996
Color	Nicole Holofcener	90	Oliver Platt	Please Give 	2010
Color	Mel Stuart	89	Peter Ostrum	Willy Wonka & the Chocolate Factory 	1971
Color	Anthony Hickox	98	Julian Sands	Warlock: The Armageddon 	1993
Color	Tom Schulman	95	Kristy Swanson	8 Heads in a Duffel Bag 	1997
Color	Terrence Malick	94	Sam Shepard	Days of Heaven 	1978
Color	Jill Sprecher	104	Matthew McConaughey	Thirteen Conversations About One Thing 	2001
Color	Darren Stein	87	Julie Benz	Jawbreaker 	1999
Color	Julian Schnabel	108	Gary Oldman	Basquiat 	1996
 Black and White	Noah Baumbach	86	Greta Gerwig	Frances Ha 	2012
Color	Gavin Hood	94	Terry Pheto	Tsotsi 	2005
Color	Todd Solondz	134	Philip Seymour Hoffman	Happiness 	1998
Color	George Gallo	89	Eddie Griffin	DysFunktional Family 	2003
Color	Kevin Smith	102	Johnny Depp	Tusk 	2014
Color	Chan-wook Park	120	Min-sik Choi	Oldboy 	2003
Color	David Nixon	110	Robyn Lively	Letters to God 	2010
Color	Jason Eisener	86	Gregory Smith	Hobo with a Shotgun 	2011
Color	Enrique Begne	101	Kevin Pollak	Compadres 	2016
Color	Matthew Bright	102	Bokeem Woodbine	Freeway 	1996
Color	Michael Landon Jr.	87	William Morgan Sheppard	Love's Abiding Joy 	2006
Color	Andrea Arnold	123	Michael Fassbender	Fish Tank 	2009
Color	Whit Stillman	99	Greta Gerwig	Damsels in Distress 	2011
Color		173	Craig T. Nelson	Creature             	
Color	Leslye Headland	87	Kirsten Dunst	Bachelorette 	2012
Color		44	Danny Pino	BrainDead             	
Color	Bobby Roth	120	Virginia Madsen	Brave New Girl 	2004
Color	Tim Heidecker	93	Michael Gross	Tim and Eric's Billion Dollar Movie 	2012
Color	Rupert Wyatt	111	George Kennedy	The Gambler 	2014
Color		60	Susan Hampshire	The Grand             	
Color	Marco Kreuzpaintner	98	Alicja Bachleda	Summer Storm 	2004
Color	Kate Connor	100	Johnny Pacar	Fort McCoy 	2011
Color	Deon Taylor	88	Matt Cohen	Chain Letter 	2009
Color	Jason Alexander	97	Gretchen Mol	Just Looking 	1999
Color	Xavier Gens	122	Michael Biehn	The Divide 	2011
Color	Conor McPherson	86	Aidan Quinn	The Eclipse 	2009
Color	Will Canon	83	Frank Grillo	Demonic 	2015
Color	Philip Zlotorynski	80	Neil Hopkins	My Big Fat Independent Movie 	2005
Color	Tim Burton	108	Johnny Depp	Alice in Wonderland 	2010
Color	Lance Kawas	90	Taylor Negron	The Deported 	2009
Color	Francesca Gregorini	96	Tom Everett Scott	Tanner Hall 	2009
Color	Marcio Garcia	85	John Savage	Open Road 	2013
Color	David Wain	83	Christopher Meloni	They Came Together 	2014
Color	Craig Moss	80	French Stewart	30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo 	2013
Color	Michael Jai White	90	Michael Jai White	Never Back Down 2: The Beatdown 	2011
Color	John Boorman	92	Lee Marvin	Point Blank 	1967
Color	Paolo Monico	100	Stephanie Szostak	Four Single Fathers 	2009
Color	Youssef Delara	88	Noel Gugliemi	Enter the Dangerous Mind 	2013
	Darin Scott	95	Julian Morris	Something Wicked 	2014
Color	Christian Sesma	82	Bokeem Woodbine	AWOL-72 	2015
Color	Monte Hellman	97	Everett McGill	Iguana 	1988
Color	Kenneth Branagh	105	Hayley Atwell	Cinderella 	2015
Color	Brian Caunter	94	Mike Starr	Chicago Overcoat 	2009
Color	Chris D'Arienzo	95	Judy Greer	Barry Munday 	2010
Color	Walter Salles	113	Fernanda Montenegro	Central Station 	1998
Color	Frank Capra	136	Ann-Margret	Pocketful of Miracles 	1961
Color	Isaac Florentine	80	Anthony L. Fernandez	Close Range 	2015
Color	Susan Seidelman	105	Dyan Cannon	Boynton Beach Club 	2005
Color	Michael Polish	90	Olivia Rose Keegan	Amnesiac 	2014
Color	Heidi Ewing	93	Greg Crowe	Freakonomics 	2010
Color	Richard Donner	107	Lee Remick	The Omen 	1976
Color	Alexandre Aja	89	Cécile De France	High Tension 	2003
Color	Leon Ford	90	Maeve Dermody	Griff the Invisible 	2010
Color	Hank Braxtan	89	Q'orianka Kilcher	Unnatural 	2015
Color	Craig Brewer	116	Isaac Hayes	Hustle & Flow 	2005
 Black and White	Billy Wilder	120	Nehemiah Persoff	Some Like It Hot 	1959
Color	John Carl Buechler	88	Kane Hodder	Friday the 13th Part VII: The New Blood 	1988
 Black and White	Victor Fleming	102	Margaret Hamilton	The Wizard of Oz 	1939
 Black and White	Mel Brooks	106	Madeline Kahn	Young Frankenstein 	1974
Color	George A. Romero	95	Megan Park	Diary of the Dead 	2007
Color	Rajkumar Hirani	144	Vidya Balan	Lage Raho Munna Bhai 	2006
Color	Victor Nunez	113	Peter Fonda	Ulee's Gold 	1997
Color	Carroll Ballard	118	Teri Garr	The Black Stallion 	1979
Color	Rohit Jugraj	141	Bhavkhandan Singh Rakhra	Sardaar Ji 	2015
Color	Thorbjørn Christoffersen	90	Iben Hjejle	Journey to Saturn 	2008
Color	John Ford	109	Lee Marvin	Donovan's Reef 	1963
Color	Alex van Warmerdam	95	Rijk de Gooyer	The Dress 	1996
 Black and White	Victor Fleming	122	Spencer Tracy	A Guy Named Joe 	1943
Color	Mel Brooks	93	Madeline Kahn	Blazing Saddles 	1974
Color	Joseph Zito	97	Judie Aronson	Friday the 13th: The Final Chapter 	1984
 Black and White	Pawel Pawlikowski	82	Joanna Kulig	Ida 	2013
Color	James Ivory	140	Rupert Graves	Maurice 	1987
Color	Frank Sebastiano	86	Joe Lo Truglio	Beer League 	2006
Color	Rand Ravich	109	Johnny Depp	The Astronaut's Wife 	1999
Color	Stacy Peralta	105	Gerry Lopez	Riding Giants 	2004
Color	Nacho Vigalondo	66	Karra Elejalde	Timecrimes 	2007
Color	Hao Ning	99	Jack Kao	Silver Medallist 	2009
Color	Tony Giglio	100	Brianna Brown	Timber Falls 	2007
Color	Stanley Donen	103	Rita Moreno	Singin' in the Rain 	1952
Color	Joe Cross	97	Joe Cross	"Fat, Sick & Nearly Dead "	2010
Color	Michael Tiddes	86	Essence Atkins	A Haunted House 	2013
Color	Dinesh D'Souza	87	Barack Obama	2016: Obama's America 	2012
Color	Rob Zombie	119	Scout Taylor-Compton	Halloween II 	2009
Color	Tom Hanks	149	Tom Hanks	That Thing You Do! 	1996
Color	Tommy Lee Wallace	98	Tom Atkins	Halloween III: Season of the Witch 	1982
Color	Don Taylor	98	Roddy McDowall	Escape from the Planet of the Apes 	1971
 Black and White	Martin Ritt	112	Patricia Neal	Hud 	1963
Color	Leslie Small	75	David Jason Perez	Kevin Hart: Let Me Explain 	2013
Color	Gus Van Sant	104	Keanu Reeves	My Own Private Idaho 	1991
Color	Zach Braff	102	Armando Riesco	Garden State 	2004
Color	Richard Linklater	105	Hanno Pöschl	Before Sunrise 	1995
Color	Éric Tessier	99	Patrick Huard	Sur le seuil 	2003
Color	Alison Maclean	107	Billy Crudup	Jesus' Son 	1999
Color	Alice Wu	96	Joan Chen	Saving Face 	2004
Color	Sarah Gavron	101	Satish Kaushik	Brick Lane 	2007
Color	Jake Schreier	89	Frank Langella	Robot & Frank 	2012
Color	Isabel Coixet	106	Sarah Polley	My Life Without Me 	2003
Color	James Ponsoldt	95	Shailene Woodley	The Spectacular Now 	2013
Color	Randall Miller	34	William Hurt	Marilyn Hotchkiss' Ballroom Dancing and Charm School 	1990
Color	Larry Charles	101	Bill Maher	Religulous 	2008
Color	Joshua Tickell	112	Larry David	Fuel 	2008
Color	Tim Boxell	100	Bruce McGill	Valley of the Heart's Delight 	2006
 Black and White	Rawson Marshall Thurber	92	Gary Cole	Dodgeball: A True Underdog Story 	2004
Color	Michael D. Sellers	100	Katharine Ross	Eye of the Dolphin 	2006
Color	Reed Cowan	80	Dustin Lance Black	8: The Mormon Proposition 	2010
Color	James Dodson	106	Larry Miller	The Other End of the Line 	2008
Color	Stefan Ruzowitzky	103	Benno Fürmann	Anatomy 	2000
Color	Alex Rivera	90	Leonor Varela	Sleep Dealer 	2008
Color	James Gunn	96	Linda Cardellini	Super 	2010
Color	John Murlowski	89	Ashley Scott	Christmas Mail 	2010
Color	Benni Diez	87	Clifton Collins Jr.	Stung 	2015
Color	Danny Perez	94	Natasha Lyonne	Antibirth 	2016
Color	Spike Lee	120	Bernie Mac	Get on the Bus 	1996
Color	Robby Henson	101	Marc Blucas	Thr3e 	2006
Color	Mike Judge	84	Anthony 'Citric' Campos	Idiocracy 	2006
	Zackary Adler	110	Simon Merrells	The Rise of the Krays 	2015
Color	Shane Meadows	101	Stephen Graham	This Is England 	2006
Color	Dominic Burns	101	Julian Glover	Alien Uprising 	2012
Color	George Sidney	101	Esther Williams	Bathing Beauty 	1944
Color	Carmen Marron	105	Jossara Jinaro	Go for It! 	2011
Color	Tim McCanlies	97	Ethan Embry	"Dancer, Texas Pop. 81 "	1998
Color	George Sidney	108	Agnes Moorehead	Show Boat 	1951
Color	Mario Van Peebles	95	Tom Skerritt	Redemption Road 	2010
Color	Jason Stone	108	Topher Grace	The Calling 	2014
Color	Jerry Rees	90	Jon Lovitz	The Brave Little Toaster 	1987
Color	James Algar	120	Leopold Stokowski	Fantasia 	1940
Color	William Friedkin	104	Roy Scheider	The French Connection 	1971
Color	Jaco Booyens	90	Nicole Smolen	8 Days 	2014
Color	Steve Miner	91	Richard Brooker	Friday the 13th Part III 	1982
Color	Danny Steinmann	92	Tiffany Helm	Friday the 13th: A New Beginning 	1985
Color	Michael Landon Jr.	117	Henry Thomas	The Last Sin Eater 	2007
Color	Jon Gunn	120	Alexa PenaVega	Do You Believe? 	2015
Color	Hayley Cloake	90	Brian Austin Green	Impact Point 	2008
 Black and White	Tay Garnett	119	Jessica Tandy	The Valley of Decision 	1945
Color	Shyam Madiraju	90	Jessica Lowndes	Eden 	2015
Color	Harmage Singh Kalirai	90	Saeed Jaffrey	Chicken Tikka Masala 	2005
Color	Rita Merson	97	Ryan Guzman	Always Woodstock 	2014
Color	Jon Knautz	90	Rachel Skarsten	Jack Brooks: Monster Slayer 	2007
 Black and White	William Wyler	172	Myrna Loy	The Best Years of Our Lives 	1946
Color	Larry Clark	115	Kelli Garner	Bully 	2001
Color	Petter Næss	89	Jørgen Langhelle	Elling 	2001
Color	Robert Fontaine	125	Michael Derek	Mi America 	2015
Color	Jaume Balagueró	78	Manuela Velasco	[Rec] 	2007
Color	Patricia Cardoso	89	Rosie Perez	Lies in Plain Sight 	2010
Color	Dan Perri	100	Travis Myers	Sharkskin 	2015
Color	Neil Mcenery-West	77	Walter Hendrix III	Containment 	2015
Color	Anthony O'Brien	81	James Ransone	The Timber 	2015
Color	Terence Young	115	Robert Shaw	From Russia with Love 	1963
Color	Michael Herz	96	Phoebe Legere	The Toxic Avenger Part II 	1989
Color		60	Carroll O'Connor	In the Heat of the Night             	
Color	Woody Allen	89	Woody Allen	Sleeper 	1973
Color	David Robert Mitchell	100	Maika Monroe	It Follows 	2014
 Black and White	Woody Allen	88	Woody Allen	Everything You Always Wanted to Know About Sex * But Were Afraid to Ask 	1972
 Black and White	Robert Mulligan	129	Robert Duvall	To Kill a Mockingbird 	1962
 Black and White	George Miller	87	Vernon Wells	Mad Max 2: The Road Warrior 	1981
Color	Chia-Liang Liu	102	Andy Lau	The Legend of Drunken Master 	1994
 Black and White	Stanley Kubrick	152	James Mason	Lolita 	1962
Color	Kimberly Peirce	118	Alicia Goranson	Boys Don't Cry 	1999
Color	Chris Kentis	86	Eric Sheffer Stevens	Silent House 	2011
Color	Florian Henckel von Donnersmarck	137	Sebastian Koch	The Lives of Others 	2006
Color	Alex Kendrick	129	Ben Davies	Courageous 	2011
 Black and White	Robert Rossen	134	George C. Scott	The Hustler 	1961
 Black and White	Jack Conway	119	Hedy Lamarr	Boom Town 	1940
Color	Sylvain Chomet	80	Michel Robin	The Triplets of Belleville 	2003
Color	Chris Eyre	89	Michael Greyeyes	Smoke Signals 	1998
Color	Shari Springer Berman	101	Josh Hutcherson	American Splendor 	2003
Color	Richard Linklater	80	Vernon Dobtcheff	Before Sunset 	2004
Color	Alejandro G. Iñárritu	115	Adriana Barraza	Amores Perros 	2000
Color	Catherine Hardwicke	100	Holly Hunter	Thirteen 	2003
 Black and White	Elia Kazan	118	Dean Stockwell	Gentleman's Agreement 	1947
Color	Debra Granik	100	Jennifer Lawrence	Winter's Bone 	2010
Color	Kevin Macdonald	106	Nicholas Aaron	Touching the Void 	2003
 Black and White	Henry King	106	Tyrone Power	Alexander's Ragtime Band 	1938
Color	Miranda July	91	Najarra Townsend	Me and You and Everyone We Know 	2005
Color	Charles Ferguson	105	Matt Damon	Inside Job 	2010
Color	Max Joseph	96	Vanessa Lengies	We Are Your Friends 	2015
Color	Jim Jarmusch	116	Henry Silva	Ghost Dog: The Way of the Samurai 	1999
Color	David Ayer	116	J.K. Simmons	Harsh Times 	2005
Color	Jerry Jameson	97	David Oyelowo	Captive 	2015
Color	Steven Soderbergh	101	Julia Roberts	Full Frontal 	2002
Color	Kevin Tenney	98	Kathleen Wilhoite	Witchboard 	1986
Color		22	Stephen Colbert	Strangers with Candy             	
Color	Kenneth Branagh	150	Julie Christie	Hamlet 	1996
Color	John Cameron Mitchell	101	Sook-Yin Lee	Shortbus 	2006
Color	Ari Folman	90	Ari Folman	Waltz with Bashir 	2008
Color	Gary Rogers	120	Noah Danby	"The Book of Mormon Movie, Volume 1: The Journey "	2003
Color	Charles Ferguson	102	Campbell Scott	No End in Sight 	2007
Color	Marielle Heller	102	Alexander Skarsgård	The Diary of a Teenage Girl 	2015
Color		60	Anne Hathaway	Get Real             	
 Black and White	David Sington	100	John F. Kennedy	In the Shadow of the Moon 	2007
Color	Kelly Reichardt	104	Bruce Greenwood	Meek's Cutoff 	2010
 Black and White	Fenton Bailey	89	Hugh M. Hefner	Inside Deep Throat 	2005
Color	Bob Giraldi	99	Danny Aiello	Dinner Rush 	2000
Color	Jill Sprecher	96	Alanna Ubach	Clockwatchers 	1997
Color	Huck Botko	86	Matt Bennett	The Virginity Hit 	2010
Color	Luc Besson	98	Christopher Lambert	Subway 	1985
Color	David Duchovny	96	Robin Williams	House of D 	2004
Color	Mitchell Lichtenstein	94	Jess Weixler	Teeth 	2007
Color	Lance Mungia	91	Jeffrey Falcon	Six-String Samurai 	1998
Color	Kundan Shah		Karisma Kapoor	Hum To Mohabbat Karega 	2000
Color	Michael Dowse	90	Paul Kaye	It's All Gone Pete Tong 	2004
Color	Hue Rhodes	85	Peter Dinklage	Saint John of Las Vegas 	2009
 Black and White	Shane Meadows	96	Bob Hoskins	24 7: Twenty Four Seven 	1997
Color	Roland Emmerich	129	Jeremy Irvine	Stonewall 	2015
Color		60	Joe Morton	Eureka             	
Color	Jugal Hansraj	93	Saif Ali Khan	Roadside Romeo 	2008
Color	Danny Provenzano	100	Vincent Pastore	This Thing of Ours 	2003
Color	Bill Muir	97	Alex Kendrick	The Lost Medallion: The Adventures of Billy Stone 	2013
Color	Richard LaGravenese	94	Anna Kendrick	The Last Five Years 	2014
Color	Noah Buschel	95	Merritt Wever	The Missing Person 	2009
Color	Brian Yuzna	97	Melinda Clarke	Return of the Living Dead III 	1993
Color	Hunter Richards	92	Jason Statham	London 	2005
Color	Laurie Collyer	96	Brad William Henke	Sherrybaby 	2006
Color	Bruce McCulloch	85	Martin Starr	Stealing Harvard 	2002
Color	Aaron Hann	87	Jordi Vilasuso	Circle 	2015
Color	James Watkins	91	Michael Fassbender	Eden Lake 	2008
Color	Catherine Hardwicke	99	Frances Fisher	Plush 	2013
Color	Phil Claydon	88	MyAnna Buring	Vampire Killers 	2009
Color	Ralph Ziman	119	Rapulana Seiphemo	Gangster's Paradise: Jerusalema 	2008
Color	John Simpson	99	Colin Salmon	Freeze Frame 	2004
Color	Colin Minihan	92	Mackenzie Gray	Grave Encounters 	2011
Color	Conor McMahon	86	Peter McQuinn	Stitches 	2012
Color	Chris Shadley	83	Daniel Baldwin	Nine Dead 	2010
Color	Simon Napier-Bell	81	Alice Cooper	"To Be Frank, Sinatra at 100 "	2015
Color	Woody Allen	82	Woody Allen	Bananas 	1971
Color	Simon Yin	102	Paul Sheehan	Supercapitalist 	2012
Color	Jeff Crook	90	Nicholas Gonzalez	Rockaway 	2007
Color		30	Steven Weber	Wings             	
 Black and White	Orson Welles	92	Rita Hayworth	The Lady from Shanghai 	1947
Color	Dave Payne	88	Mircea Monroe	No Man's Land: The Rise of Reeker 	2008
Color	James Cox	97	Jake Gyllenhaal	Highway 	2002
	Jonas Åkerlund	96	Noel Gugliemi	Small Apartments 	2012
Color	Brad Copeland	87	Sunil Narkar	Coffee Town 	2013
 Black and White	Paul Bunnell	106	Kate Maberly	The Ghastly Love of Johnny X 	2012
Color	Phil Morrison	107	Sally Hawkins	All Is Bright 	2013
Color	Harald Reinl	80	Christopher Lee	The Torture Chamber of Dr. Sadism 	1967
Color	James Cox	91	Jon Mack	Straight A's 	2013
Color	Richard Lester	99	Buster Keaton	A Funny Thing Happened on the Way to the Forum 	1966
Color	Michael Moore	102	Michael Moore	Slacker Uprising 	2007
Color	Tanner Beard	108	William McNamara	The Legend of Hell's Gate: An American Conspiracy 	2011
Color	Scott Dow	88	Trenton Rostedt	The Walking Deceased 	2015
Color	Derick Martini	89	Kevin Zegers	The Curse of Downers Grove 	2015
Color	Jerry Dugan	92	Melissa Bolona	Shark Lake 	2015
 Black and White	Tim Hunter	99	Keanu Reeves	River's Edge 	1986
Color	Michael Polish	103	Peter Coyote	Northfork 	2003
Color	William Kaufman	90	Paul McGillion	The Marine 4: Moving Target 	2015
Color	Rodrigo Cortés	95	Ryan Reynolds	Buried 	2010
Color	Richard Ayoade	97	Craig Roberts	Submarine 	2010
Color	Jehane Noujaim	108	Khalid Abdalla	The Square 	2013
Color	Pascal Arnold	95	Karl E. Landler	One to Another 	2006
Color	Kimberly Peirce	100	Chloë Grace Moretz	Carrie 	2013
Color	Remo	160	Lauren Gottlieb	ABCD (Any Body Can Dance) 	2013
Color	Wes Craven	101	Johnny Depp	A Nightmare on Elm Street 	1984
Color	James Marsh	90	Paul McGill	Man on Wire 	2008
Color	John Laing	86	Siobhan Marshall	Abandoned 	2015
Color	Jamal Hill	89	Logan Browning	Brotherly Love 	2015
Color	Daniel Stamm	87	Caleb Landry Jones	The Last Exorcism 	2010
Color	Sam Taylor-Johnson	98	Kristin Scott Thomas	Nowhere Boy 	2009
 Black and White	Elia Kazan	125	Marlon Brando	A Streetcar Named Desire 	1951
 Black and White	Stanley Kubrick	95	George C. Scott	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 	1964
Color	Carlos Carrera	118	Damián Alcázar	El crimen del padre Amaro 	2002
Color	Benh Zeitlin	93	Quvenzhané Wallis	Beasts of the Southern Wild 	2012
Color	J. Lee Thompson	96	Roddy McDowall	Battle for the Planet of the Apes 	1973
Color	Maggie Greenwald	109	Aidan Quinn	Songcatcher 	2000
Color	Vera Farmiga	109	Donna Murphy	Higher Ground 	2011
Color	Vijay Chandar	155	Hansika Motwani	Vaalu 	2015
Color	Morgan Spurlock	90	Quentin Tarantino	The Greatest Movie Ever Sold 	2011
 Black and White	Jonathan Wacks	93	Steve Buscemi	Ed and His Dead Mother 	1993
Color	Khyentse Norbu	108	Tshewang Dendup	Travelers and Magicians 	2003
Color	Ted Post	114	Clint Eastwood	Hang 'Em High 	1968
 Black and White	Richard Brooks	87	Humphrey Bogart	Deadline - U.S.A. 	1952
Color	Tony Krantz	113	George Newbern	Sublime 	2007
Color	Mitchell Altieri	87	Kimberley Crossman	A Beginner's Guide to Snuff 	2016
Color	W.D. Hogan	90	Tom Everett Scott	Independence Daysaster 	2013
Color	Corey Grant	111	Christian Keyes	Dysfunctional Friends 	2012
 Black and White	Tom Tykwer	81	Moritz Bleibtreu	Run Lola Run 	1998
Color	Lucky McKee	93	James Duval	May 	2002
Color	Richard Boddington	90	Natasha Henstridge	Against the Wild 	2013
Color	David Hunt	112	Matthew Alan	Living Dark: The Story of Ted the Caver 	2013
Color	Patricia Riggen	106	America Ferrera	Under the Same Moon 	2007
Color	J. Lee Thompson	88	Roddy McDowall	Conquest of the Planet of the Apes 	1972
Color	Todd Field	138	Tom Wilkinson	In the Bedroom 	2001
Color	Steven R. Monroe	105	Sarah Butler	I Spit on Your Grave 	2010
Color	Mark Illsley	98	Ally Walker	"Happy, Texas "	1999
Color	Pawel Pawlikowski	86	Paddy Considine	My Summer of Love 	2004
Color	Ritesh Batra	104	Nawazuddin Siddiqui	The Lunchbox 	2013
Color	Sally Potter	100	Shirley Henderson	Yes 	2004
 Black and White	Frank Capra	126	Jean Arthur	You Can't Take It with You 	1938
 Black and White	Fred Zinnemann	118	Montgomery Clift	From Here to Eternity 	1953
Color	John Ford	103	Harry Carey Jr.	She Wore a Yellow Ribbon 	1949
Color	Brad J. Silverman	102	Shawnee Smith	Grace Unplugged 	2013
Color	Dave Meyers	84	Eddie Griffin	Foolish 	1999
Color	David M. Matthews		Essence Atkins	N-Secure 	2010
Color	Nadine Labaki	95	Yasmine Al Massri	Caramel 	2007
Color	Lluís Quílez	92	Stephen Rea	Out of the Dark 	2014
Color	Eytan Fox	90	Ohad Knoller	The Bubble 	2006
Color	Francis Ford Coppola	113	Harrison Ford	The Conversation 	1974
Color	Romesh Sharma		Annabelle Wallis	Dil Jo Bhi Kahey... 	2005
Color	François Truffaut	123	Catherine Deneuve	Mississippi Mermaid 	1969
Color	Adam Goldberg	111	Judy Greer	I Love Your Work 	2003
Color	Travis Zariwny	99	Dustin Ingram	Cabin Fever 	2016
Color	Zack Snyder	110	Ty Burrell	Dawn of the Dead 	2004
Color	Adrienne Shelly	108	Lew Temple	Waitress 	2007
Color	Newt Arnold	92	Bolo Yeung	Bloodsport 	1988
 Black and White	Frank Capra	120	Claude Rains	Mr. Smith Goes to Washington 	1939
Color	Larry Clark	91	Rosario Dawson	Kids 	1995
Color	Noah Baumbach	88	William Baldwin	The Squid and the Whale 	2005
Color	Charles Herman-Wurmfeld	97	Scott Cohen	Kissing Jessica Stein 	2001
Color	Yimou Zhang	95	Honglei Sun	"A Woman, a Gun and a Noodle Shop "	2009
	John Stockwell	90	Matthew Ziff	Kickboxer: Vengeance 	2016
Color	Alfred Hitchcock	95	Norman Lloyd	Spellbound 	1945
Color	Atom Egoyan	103	Bruce Greenwood	Exotica 	1994
Color	Vincent Gallo	110	Anjelica Huston	Buffalo '66 	1998
Color	James Wan	103	Lin Shaye	Insidious 	2010
Color	Alex Cox	92	Del Zamora	Repo Man 	1984
Color	Fabián Bielinsky	114	Ricardo Darín	Nine Queens 	2000
Color	Dror Moreh	101	Ami Ayalon	The Gatekeepers 	2012
Color	Rebecca Miller	112	Beau Bridges	The Ballad of Jack and Rose 	2005
Color	Maggie Carey	104	Donald Glover	The To Do List 	2013
Color	Roger Avary	99	Eric Stoltz	Killing Zoe 	1993
 Black and White	Henry Bean	98	Ryan Gosling	The Believer 	2001
Color	David Gordon Green	107	Michael Angarano	Snow Angels 	2007
Color	Simeon Rice	93	Ward G. Smith	Unsullied 	2014
Color	Brad Anderson	100	Paul Guilfoyle	Session 9 	2001
Color	Jeff Garlin	80	Jessy Schram	I Want Someone to Eat Cheese With 	2006
Color	Qasim Basir	94	Dorian Missick	Mooz-Lum 	2010
Color	Adam Green	93	Joel David Moore	Hatchet 	2006
 Black and White	Charles Chaplin	87	Paulette Goddard	Modern Times 	1936
Color	Pete Jones	91	Brian Dennehy	Stolen Summer 	2002
Color	Bruce Campbell	84	Ted Raimi	My Name Is Bruce 	2007
Color	Mark Brown	90	Vivica A. Fox	The Salon 	2005
Color	Adam Carolla	98	Jay Mohr	Road Hard 	2015
Color	Ira Sachs	108	Rip Torn	Forty Shades of Blue 	2005
Color	John Sayles	124	Brian Lee Franklin	Amigo 	2010
Color	Bruce McDonald	95	Stephen McHattie	Pontypool 	2008
Color	James Mottern	90	Jimmy Bennett	Trucker 	2008
Color	Jaime Zevallos	93	Angela Sarafyan	Me You and Five Bucks 	2015
Color	Rob Zombie	101	Sid Haig	The Lords of Salem 	2012
Color	Gerard Johnstone	107	Morgana O'Reilly	Housebound 	2014
Color	Robert Greenwald	20	Lee Scott	Wal-Mart: The High Cost of Low Price 	2005
Color	David Ray	87	Nicole Muñoz	Fetching Cody 	2005
	Dave Rodriguez	98	Chazz Palminteri	Once Upon a Time in Queens 	2013
Color	Nae Caranfil	112	Monica Barladeanu	Closer to the Moon 	2014
Color	David Winning	82	Ashanti	Mutant World 	2014
Color	Frank Lotito	102	Brighton Sharbino	Growing Up Smith 	2015
Color	Timothy Woodward Jr.	97	Katrina Law	Checkmate 	2015
Color	Christopher McQuarrie	130	Tom Cruise	Jack Reacher 	2012
Color	Tara Subkoff	101	Timothy Hutton	#Horror 	2015
Color	Russell Friedenberg	93	Rudy Youngblood	Wind Walkers 	2015
Color	William Cottrell	83	Adriana Caselotti	Snow White and the Seven Dwarfs 	1937
Color	Lucrecia Martel	106	Mía Maestro	The Holy Girl 	2004
Color	Edward Dmytryk	113	Brigitte Bardot	Shalako 	1968
Color	Zak Penn	94	Zak Penn	Incident at Loch Ness 	2004
Color	Alex Ranarivelo	101	Lea Thompson	The Dog Lover 	2016
Color	Jon Knautz	99	Camren Bicondova	Girl House 	2014
Color	Mathieu Amalric	76	Mathieu Amalric	The Blue Room 	2014
Color	David Worth	91	Jessica Szohr	House at the End of the Drive 	2014
Color	Leslie H. Martinson	105	Burgess Meredith	Batman: The Movie 	1966
Color	Guy Ritchie	120	Jason Statham	"Lock, Stock and Two Smoking Barrels "	1998
Color	Robert M. Young	105	Barry Corbin	The Ballad of Gregorio Cortez 	1982
Color		120	Karl Malden	The Streets of San Francisco             	
Color	Thomas Vinterberg	105	Ulrich Thomsen	The Celebration 	1998
Color	Steve Buscemi	95	Steve Buscemi	Trees Lounge 	1996
Color	Ham Tran	135	Long Nguyen	Journey from the Fall 	2006
Color	Rich Cowan	105	Eric Dane	The Basket 	1999
